Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location
15139 Stout,22101776.,"Adamo Group, Inc.",$12850.00,06/28/2016,No,1,42.400038,-83.241873,"15139 Stout
(42.400038, -83.241873)"
15903 Pierson,22106907.,"Adamo Group, Inc.",$9483.00,06/28/2016,No,1,42.407424,-83.246595,"15903 Pierson
(42.407424, -83.246595)"
17147 Ferguson,22063750.,"Adamo Group, Inc.",$9201.00,06/28/2016,No,2,42.416513,-83.210337,"17147 Ferguson
(42.416513, -83.210337)"
18003 Ferguson,22063711.,"Adamo Group, Inc.",$8421.00,06/28/2016,No,2,42.421262,-83.210505,"18003 Ferguson
(42.421262, -83.210505)"
18424 Stout,22101432.,"Adamo Group, Inc.",$10510.00,06/28/2016,No,1,42.424823,-83.242487,"18424 Stout
(42.424823, -83.242487)"
18778 Shaftsbury,22087396.001,"Adamo Group, Inc.",$17075.00,06/28/2016,No,1,42.429268,-83.230575,"18778 Shaftsbury
(42.429268, -83.230575)"
18928 Stout,22101444.,"Adamo Group, Inc.",$13207.00,06/28/2016,No,1,42.427515,-83.242663,"18928 Stout
(42.427515, -83.242663)"
19475 Kentfield,22100515-6,"Adamo Group, Inc.",$14030.00,06/28/2016,No,1,42.434232,-83.242605,"19475 Kentfield
(42.434232, -83.242605)"
1955 Kendall,08004901-2,Homrich,$13030.00,06/28/2016,No,2,42.400036,-83.117011,"1955 Kendall
(42.400036, -83.117011)"
19942 Greenlawn,16029623.,Homrich,$11730.00,06/28/2016,No,2,42.439343,-83.151759,"19942 Greenlawn
(42.439343, -83.151759)"
20249 Indiana,16035844.,Homrich,$15500.00,06/28/2016,No,2,42.443051,-83.159514,"20249 Indiana
(42.443051, -83.159514)"
2922 Doris,12005239.,Homrich,$12860.00,06/28/2016,No,2,42.397586,-83.129105,"2922 Doris
(42.397586, -83.129105)"
5067 Cadillac,19005290.,"Adamo Group, Inc.",$14097.00,06/28/2016,No,4,42.383028,-82.997708,"5067 Cadillac
(42.383028, -82.997708)"
5068 French Rd,21040171.,"Adamo Group, Inc.",$19534.00,06/28/2016,No,4,42.38575,-82.990897,"5068 French Rd
(42.38575, -82.990897)"
5073 Cadillac,19005289.,"Adamo Group, Inc.",$9753.00,06/28/2016,No,4,42.383102,-82.997757,"5073 Cadillac
(42.383102, -82.997757)"
5085 Cadillac,19005287.,"Adamo Group, Inc.",$9468.00,06/28/2016,No,4,42.38325,-82.997856,"5085 Cadillac
(42.38325, -82.997856)"
5091 Cadillac,19005286.,"Adamo Group, Inc.",$10138.00,06/28/2016,No,4,42.383323,-82.997906,"5091 Cadillac
(42.383323, -82.997906)"
5164 Harding,21039476.,"Adamo Group, Inc.",$10925.00,06/28/2016,No,4,42.386548,-82.992704,"5164 Harding
(42.386548, -82.992704)"
5196 Harding,21039481.,"Adamo Group, Inc.",$12381.00,06/28/2016,No,4,42.386912,-82.992962,"5196 Harding
(42.386912, -82.992962)"
5202 Harding,21039482.,"Adamo Group, Inc.",$11575.00,06/28/2016,No,4,42.386984,-82.993015,"5202 Harding
(42.386984, -82.993015)"
5231 French Rd,21040348.,"Adamo Group, Inc.",$9696.00,06/28/2016,No,4,42.38751,-82.992847,"5231 French Rd
(42.38751, -82.992847)"
5247 French Rd,21040345.,"Adamo Group, Inc.",$8258.00,06/28/2016,No,4,42.387728,-82.993003,"5247 French Rd
(42.387728, -82.993003)"
5307 French Rd,21040335.,"Adamo Group, Inc.",$9129.00,06/28/2016,No,4,42.388457,-82.993518,"5307 French Rd
(42.388457, -82.993518)"
5331 French Rd,21040331.,"Adamo Group, Inc.",$9799.00,06/28/2016,No,4,42.388749,-82.993725,"5331 French Rd
(42.388749, -82.993725)"
5528 French Rd,21040197.,"Adamo Group, Inc.",$18857.00,06/28/2016,No,4,42.389924,-82.993837,"5528 French Rd
(42.389924, -82.993837)"
5607 French Rd,21040312-3,"Adamo Group, Inc.",$8739.00,06/28/2016,No,4,42.390617,-82.995039,"5607 French Rd
(42.390617, -82.995039)"
5775 Cooper,19006527.,"Adamo Group, Inc.",$10846.00,06/28/2016,No,4,42.387425,-83.00345,"5775 Cooper
(42.387425, -83.00345)"
5779 Cooper,19006526.001,"Adamo Group, Inc.",$7113.00,06/28/2016,No,4,42.38754,-83.003393,"5779 Cooper
(42.38754, -83.003393)"
7687 Evergreen,22097052-3,Blue Star,$10900.00,06/28/2016,No,7,42.348085,-83.23591,"7687 Evergreen
(42.348085, -83.23591)"
7804 Ashton,22074755.,Blue Star,$11900.00,06/28/2016,No,7,42.349908,-83.217079,"7804 Ashton
(42.349908, -83.217079)"
9326 Barker,19001355.,"Adamo Group, Inc.",$15399.00,06/28/2016,No,4,42.384642,-83.002333,"9326 Barker
(42.384642, -83.002333)"
9332 Barker,19001354.,"Adamo Group, Inc.",$13200.00,06/28/2016,No,4,42.384681,-83.002235,"9332 Barker
(42.384681, -83.002235)"
9338 Barker,19001353.,"Adamo Group, Inc.",$15930.00,06/28/2016,No,4,42.384719,-83.002136,"9338 Barker
(42.384719, -83.002136)"
15420 Glenwood,21018025.,Able Demolition,$15266.66,05/19/2016,No,4,42.43069,-82.962477,"15420 Glenwood
(42.43069, -82.962477)"
15610 Bringard Dr,21026006.,Able Demolition,$9647.52,05/20/2016,No,3,42.446134,-82.960693,"15610 Bringard Dr
(42.446134, -82.960693)"
5501 Alter,21062983.,Able Demolition,$13026.98,05/21/2016,No,4,42.400187,-82.957428,"5501 Alter
(42.400187, -82.957428)"
5728 Philip,21060307.,Able Demolition,$11356.19,05/21/2016,No,4,42.40181,-82.960047,"5728 Philip
(42.40181, -82.960047)"
5594 Wayburn,21063485.,Able Demolition,$21760.52,06/28/2016,No,4,42.402009,-82.956296,"5594 Wayburn
(42.402009, -82.956296)"
2949 Algonquin,21047105.,Able Demolition,$13800.00,08/30/2016,No,4,42.379323,-82.962804,"2949 Algonquin
(42.379323, -82.962804)"
3113 E Canfield,13002328.,Homrich,$16600.00,08/30/2016,No,5,42.363722,-83.032886,"3113 E Canfield
(42.363722, -83.032886)"
14561 Liberal,21022865.,"Adamo Group, Inc.",$9468.00,07/07/2016,No,3,42.440259,-82.972282,"14561 Liberal
(42.440259, -82.972282)"
5265 Montclair,21040960-1,"Adamo Group, Inc.",$26917.00,06/29/2016,No,4,42.388319,-82.99217,"5265 Montclair
(42.388319, -82.99217)"
12033 Westwood,22090035.,Able Demolition,$8862.25,07/06/2016,No,7,42.374679,-83.231808,"12033 Westwood
(42.374679, -83.231808)"
14560 Minock,22090827.,Able Demolition,$14952.80,06/30/2016,No,1,42.394524,-83.233185,"14560 Minock
(42.394524, -83.233185)"
14570 Northlawn,16031737.,Homrich,$14230.00,06/29/2016,No,7,42.396373,-83.152919,"14570 Northlawn
(42.396373, -83.152919)"
14916 Fairfield,12011981.,Homrich,$10700.00,06/29/2016,No,2,42.400565,-83.133945,"14916 Fairfield
(42.400565, -83.133945)"
14916 Petoskey,12012875.,Homrich,$9900.00,06/29/2016,No,2,42.40045,-83.138694,"14916 Petoskey
(42.40045, -83.138694)"
15009 Lappin,21021847.,"Adamo Group, Inc.",$5983.00,06/29/2016,No,3,42.437441,-82.966539,"15009 Lappin
(42.437441, -82.966539)"
15750 Greenlawn,16029365.,Able Demolition,$10807.00,06/29/2016,No,2,42.406953,-83.150413,"15750 Greenlawn
(42.406953, -83.150413)"
15800 Quincy,12012693.,Able Demolition,$9395.53,06/29/2016,No,2,42.407762,-83.138157,"15800 Quincy
(42.407762, -83.138157)"
15805 Petoskey,12012995.,Able Demolition,$8327.45,06/29/2016,No,2,42.407811,-83.139698,"15805 Petoskey
(42.407811, -83.139698)"
15907 Prairie,16023310.,Able Demolition,$12738.12,06/29/2016,No,2,42.409036,-83.145123,"15907 Prairie
(42.409036, -83.145123)"
15912 Prairie,16022754.,Able Demolition,$15699.95,06/29/2016,No,2,42.409127,-83.144522,"15912 Prairie
(42.409127, -83.144522)"
16231 Lauder,22042335.,Homrich,$9400.00,06/29/2016,No,1,42.410855,-83.192115,"16231 Lauder
(42.410855, -83.192115)"
3421 Lemay,21041769.,Able Demolition,$8500.00,06/29/2016,No,4,42.374845,-82.981617,"3421 Lemay
(42.374845, -82.981617)"
3799 Clements,14005517.,Homrich,$21060.00,06/29/2016,No,7,42.389671,-83.133087,"3799 Clements
(42.389671, -83.133087)"
4851 Lakewood,21054787.,"Adamo Group, Inc.",$21217.00,06/29/2016,No,4,42.393983,-82.959933,"4851 Lakewood
(42.393983, -82.959933)"
5066 Nottingham,21066449.,Esso Wrecking Co.,$16160.00,06/29/2016,No,4,42.400173,-82.94914,"5066 Nottingham
(42.400173, -82.94914)"
5068 Hurlbut,19004470.,"Adamo Group, Inc.",$20547.00,06/29/2016,No,4,42.383758,-82.995954,"5068 Hurlbut
(42.383758, -82.995954)"
5076 Hurlbut,19004471.,"Adamo Group, Inc.",$20157.00,06/29/2016,No,4,42.383868,-82.996027,"5076 Hurlbut
(42.383868, -82.996027)"
5088 Hurlbut,19004473.,"Adamo Group, Inc.",$12693.00,06/29/2016,No,4,42.384016,-82.996124,"5088 Hurlbut
(42.384016, -82.996124)"
5194 Montclair,21040795.,"Adamo Group, Inc.",$16802.00,06/29/2016,No,4,42.387676,-82.991013,"5194 Montclair
(42.387676, -82.991013)"
5200 Montclair,21040796.,"Adamo Group, Inc.",$19858.00,06/29/2016,No,4,42.387749,-82.991065,"5200 Montclair
(42.387749, -82.991065)"
5301 Montclair,21040954.,"Adamo Group, Inc.",$13200.00,06/29/2016,No,4,42.388777,-82.99249,"5301 Montclair
(42.388777, -82.99249)"
5798 Nottingham,21066496.,Esso Wrecking Co.,$14260.00,06/29/2016,No,4,42.405447,-82.952669,"5798 Nottingham
(42.405447, -82.952669)"
5900 Pennsylvania,19001414.,"Adamo Group, Inc.",$22380.00,06/29/2016,No,4,42.389582,-83.002886,"5900 Pennsylvania
(42.389582, -83.002886)"
5914 Pennsylvania,19005779.,"Adamo Group, Inc.",$19781.00,06/29/2016,No,4,42.389796,-83.002916,"5914 Pennsylvania
(42.389796, -83.002916)"
6427 Rutland,22069142.004,Blue Star,$13300.00,06/27/2016,No,7,42.337969,-83.212377,"6427 Rutland
(42.337969, -83.212377)"
6858 Vaughan,22097304.,Blue Star,$12500.00,06/28/2016,No,7,42.341736,-83.236198,"6858 Vaughan
(42.341736, -83.236198)"
7740 Ashton,22074747.,Blue Star,$11600.00,06/29/2016,No,7,42.34903,-83.217049,"7740 Ashton
(42.34903, -83.217049)"
8601 Ashton,22075839.,Blue Star,$13300.00,06/29/2016,No,7,42.356128,-83.217944,"8601 Ashton
(42.356128, -83.217944)"
8646 Ashton,22074813.,Blue Star,$9900.00,06/29/2016,No,7,42.356725,-83.217335,"8646 Ashton
(42.356725, -83.217335)"
3373 Vinewood,14009136.,Salenbien Trucking & Excavating Inc.,$14976.00,05/19/2016,No,6,42.333065,-83.098466,"3373 Vinewood
(42.333065, -83.098466)"
5143 Seminole,17008059.,Homrich,$22200.00,08/31/2016,No,5,42.378823,-83.011273,"5143 Seminole
(42.378823, -83.011273)"
12647 Charest,09010300.,1 Way Service,$13400.00,09/01/2016,No,3,42.411212,-83.064058,"12647 Charest
(42.411212, -83.064058)"
14014 Rockdale,22114088-9,Leadhead Construction,$11210.00,09/02/2016,No,1,42.387645,-83.257371,"14014 Rockdale
(42.387645, -83.257371)"
14582 Rockdale,22114147.,Leadhead Construction,$10130.00,09/02/2016,No,1,42.394337,-83.257575,"14582 Rockdale
(42.394337, -83.257575)"
15100 Rockdale,22114193.,Leadhead Construction,$19970.00,08/29/2016,No,1,42.399054,-83.257715,"15100 Rockdale
(42.399054, -83.257715)"
15844 Dexter,12010684.,Able Demolition,$7508.85,09/06/2016,No,2,42.408448,-83.136212,"15844 Dexter
(42.408448, -83.136212)"
3871 33rd St,16012575.,Farrow Group,$12672.00,09/02/2016,No,6,42.332275,-83.11174,"3871 33rd St
(42.332275, -83.11174)"
6418 30th St,14011864.,Homrich,$24300.00,09/06/2016,No,5,42.351629,-83.11622,"6418 30th St
(42.351629, -83.11622)"
9268 Stone,20001506.,Homrich,$21000.00,09/06/2016,No,6,42.294912,-83.129251,"9268 Stone
(42.294912, -83.129251)"
16835 Prairie,16023256.,Able Demolition,$23894.08,09/07/2016,No,2,42.415221,-83.145361,"16835 Prairie
(42.415221, -83.145361)"
1790 Meldrum,15013528-9,Homrich,$13128.75,09/07/2016,No,5,42.352331,-83.013687,"1790 Meldrum
(42.352331, -83.013687)"
2163 Concord,15011733.,Homrich,$18028.75,09/07/2016,No,5,42.355168,-83.011579,"2163 Concord
(42.355168, -83.011579)"
3209 W Euclid,12001889.,Esso Wrecking Co.,$13700.00,09/07/2016,No,5,42.364858,-83.110311,"3209 W Euclid
(42.364858, -83.110311)"
13118 Mendota,16042773.,Able Demolition,$12800.00,09/08/2016,No,7,42.38386,-83.163957,"13118 Mendota
(42.38386, -83.163957)"
13950 Lamphere,22116137.,Leadhead Construction,$11810.00,09/08/2016,No,1,42.386872,-83.260958,"13950 Lamphere
(42.386872, -83.260958)"
14252 Lamphere,22116173.,Leadhead Construction,$18770.00,09/07/2016,No,1,42.390391,-83.261072,"14252 Lamphere
(42.390391, -83.261072)"
14380 Lamphere,22116186.,Leadhead Construction,$19130.00,09/06/2016,No,1,42.391781,-83.261101,"14380 Lamphere
(42.391781, -83.261101)"
14585 Lamphere,22116553.,Leadhead Construction,$13970.00,09/06/2016,No,1,42.394254,-83.261977,"14585 Lamphere
(42.394254, -83.261977)"
2707 W Euclid,10001690.,Esso Wrecking Co.,$18000.00,09/09/2016,No,5,42.366343,-83.106316,"2707 W Euclid
(42.366343, -83.106316)"
14502 Terry,22042980.,DMC Consultants,$11150.00,09/09/2016,No,1,42.394581,-83.191299,"14502 Terry
(42.394581, -83.191299)"
2654 Doris,12005256.,DMC Consultants,$17326.00,09/09/2016,No,2,42.398392,-83.126924,"2654 Doris
(42.398392, -83.126924)"
7427 Churchill,08005741.,DMC Consultants,$12312.50,09/09/2016,No,5,42.365732,-83.091271,"7427 Churchill
(42.365732, -83.091271)"
13714 Mapleridge,21017515.,Able Demolition,$16059.00,09/12/2016,No,3,42.428677,-82.983298,"13714 Mapleridge
(42.428677, -82.983298)"
176 S Dey,20005935.,Dore & Associates,$15000.00,09/09/2016,No,6,42.289822,-83.134087,"176 S Dey
(42.289822, -83.134087)"
18059 Mackay,09013290.,Homrich,$16900.00,09/12/2016,No,3,42.426695,-83.077187,"18059 Mackay
(42.426695, -83.077187)"
13960 Minock,22090763.,Able Demolition,$7332.60,06/30/2016,No,1,42.387327,-83.232907,"13960 Minock
(42.387327, -83.232907)"
13968 Minock,22090764.,Able Demolition,$9218.78,06/30/2016,No,1,42.38742,-83.232911,"13968 Minock
(42.38742, -83.232911)"
13988 Westwood,22089465.,Able Demolition,$7738.62,06/30/2016,No,1,42.387727,-83.231729,"13988 Westwood
(42.387727, -83.231729)"
14373 Westwood,22089948.,Able Demolition,$7789.63,06/30/2016,No,1,42.392228,-83.232572,"14373 Westwood
(42.392228, -83.232572)"
14386 Westwood,22089488.,Able Demolition,$10390.38,06/30/2016,No,1,42.392431,-83.23189,"14386 Westwood
(42.392431, -83.23189)"
14400 Westwood,22089490.,Able Demolition,$7413.40,06/30/2016,No,1,42.392617,-83.231896,"14400 Westwood
(42.392617, -83.231896)"
14528 Vaughan,22097676.,Blue Star,$11200.00,06/30/2016,No,1,42.393941,-83.237896,"14528 Vaughan
(42.393941, -83.237896)"
15511 Greenlawn,16029914.,Able Demolition,$9935.37,06/30/2016,No,2,42.40598,-83.15093,"15511 Greenlawn
(42.40598, -83.15093)"
8651 Ashton,22075833.,Blue Star,$11400.00,06/30/2016,No,7,42.356741,-83.217964,"8651 Ashton
(42.356741, -83.217964)"
10180 Woodlawn,19002863.,"Direct Construction Services, LLC",$9061.98,07/01/2016,No,3,42.399486,-83.002345,"10180 Woodlawn
(42.399486, -83.002345)"
11860 Flanders,21011399.,"Direct Construction Services, LLC",$18232.96,06/30/2016,No,4,42.41171,-82.994271,"11860 Flanders
(42.41171, -82.994271)"
1214 Annabelle,20013203.033,Berkshire Construction,$11850.00,06/11/2016,No,6,42.279628,-83.146832,"1214 Annabelle
(42.279628, -83.146832)"
14550 Maddelein,21021437.,"Adamo Group, Inc.",$11665.00,07/01/2016,No,3,42.435796,-82.972322,"14550 Maddelein
(42.435796, -82.972322)"
14640 Fielding,22102531.,Blue Star,$9500.00,07/01/2016,No,1,42.395406,-83.242179,"14640 Fielding
(42.395406, -83.242179)"
14654 Stout,22101234.,Blue Star,$9100.00,07/01/2016,No,1,42.395612,-83.241071,"14654 Stout
(42.395612, -83.241071)"
14731 Maddelein,21021518.,"Adamo Group, Inc.",$14537.00,07/01/2016,No,3,42.436381,-82.970959,"14731 Maddelein
(42.436381, -82.970959)"
14758 Maddelein,21021424.,"Adamo Group, Inc.",$10911.00,07/01/2016,No,3,42.43585,-82.970413,"14758 Maddelein
(42.43585, -82.970413)"
14801 Kentfield,22100781.,Blue Star,$17200.00,07/01/2016,No,1,42.395844,-83.240634,"14801 Kentfield
(42.395844, -83.240634)"
14811 Maddelein,21021529.,"Adamo Group, Inc.",$9240.00,07/01/2016,No,3,42.436421,-82.969478,"14811 Maddelein
(42.436421, -82.969478)"
14812 Manning,21023129-30,"Adamo Group, Inc.",$8141.00,07/01/2016,No,3,42.44065,-82.969573,"14812 Manning
(42.44065, -82.969573)"
14928 Maddelein,21021407.,"Adamo Group, Inc.",$20436.00,07/01/2016,No,3,42.435916,-82.967935,"14928 Maddelein
(42.435916, -82.967935)"
14939 Manning,21023347.,"Adamo Group, Inc.",$12600.00,07/01/2016,No,3,42.441154,-82.967976,"14939 Manning
(42.441154, -82.967976)"
15022 Manning,21023105.,"Adamo Group, Inc.",$6073.00,07/01/2016,No,3,42.440721,-82.966428,"15022 Manning
(42.440721, -82.966428)"
1721 Green,18009049.,Berkshire Construction,$11520.00,06/11/2016,No,6,42.310044,-83.118854,"1721 Green
(42.310044, -83.118854)"
2299 Edsel,20014480.,Berkshire Construction,$23950.00,06/24/2016,No,6,42.272519,-83.15665,"2299 Edsel
(42.272519, -83.15665)"
2610 Alter,21062779.,DMC Consultants,$0.01,10/05/2015,No,4,42.383782,-82.945093,"2610 Alter
(42.383782, -82.945093)"
2689 Pearl,20007476.,Berkshire Construction,$13205.00,06/21/2016,No,6,42.314386,-83.133455,"2689 Pearl
(42.314386, -83.133455)"
2800 Inglis,20007257.,Berkshire Construction,$12465.00,06/21/2016,No,6,42.316229,-83.131923,"2800 Inglis
(42.316229, -83.131923)"
3521 Greusel,16013614.,Berkshire Construction,$15370.00,06/11/2016,No,6,42.329502,-83.112262,"3521 Greusel
(42.329502, -83.112262)"
3635 W Warren,12000678.,Berkshire Construction,$13020.00,06/10/2016,No,6,42.344563,-83.102388,"3635 W Warren
(42.344563, -83.102388)"
4137 30th St,16010893-4,Berkshire Construction,$11135.00,06/10/2016,No,6,42.335627,-83.110434,"4137 30th St
(42.335627, -83.110434)"
5123 Scotten,14009914.,Berkshire Construction,$15130.00,06/11/2016,No,6,42.343411,-83.110553,"5123 Scotten
(42.343411, -83.110553)"
5469 Roosevelt,14008374.,Berkshire Construction,$13215.00,06/17/2016,No,5,42.348762,-83.105737,"5469 Roosevelt
(42.348762, -83.105737)"
5631 Otis,16001458.,Berkshire Construction,$16400.00,06/21/2016,No,6,42.328515,-83.110356,"5631 Otis
(42.328515, -83.110356)"
5928 Toledo,16001022.002,Berkshire Construction,$10100.00,06/10/2016,No,6,42.319569,-83.107846,"5928 Toledo
(42.319569, -83.107846)"
6421 Devereaux,18002939.,"Direct Construction Services, LLC",$11993.80,06/30/2016,No,6,42.338386,-83.127901,"6421 Devereaux
(42.338386, -83.127901)"
8745 Kirkwood,20009518.,Berkshire Construction,$9050.00,06/10/2016,No,6,42.334804,-83.15415,"8745 Kirkwood
(42.334804, -83.15415)"
2126 St Joseph,09001844.,Homrich,$14528.75,09/12/2016,No,5,42.355866,-83.038029,"2126 St
(42.355866, -83.038029)"
2579 Helen,15009793.,Rickman Enterprise Group,$15740.00,09/06/2016,No,5,42.359432,-83.011876,"2579 Helen
(42.359432, -83.011876)"
2689 Charlevoix,11001199.,Homrich,$14728.75,09/12/2016,No,5,42.35284,-83.03036,"2689 Charlevoix
(42.35284, -83.03036)"
8635 E Forest,17000611.,Homrich,$50000.00,09/12/2016,Yes,5,42.376604,-83.004658,"8635 E Forest
(42.376604, -83.004658)"
11740 Ashton,22074920.,Blue Star,$9600.00,06/30/2016,No,7,42.374292,-83.217773,"11740 Ashton
(42.374292, -83.217773)"
14545 Roselawn,16030860.,Homrich,$10560.00,07/05/2016,No,7,42.396,-83.151451,"14545 Roselawn
(42.396, -83.151451)"
14565 Ohio,16034357.,Homrich,$9860.00,07/05/2016,No,7,42.396249,-83.155537,"14565 Ohio
(42.396249, -83.155537)"
14570 Ohio,16033719.,Homrich,$7930.00,07/05/2016,No,7,42.396359,-83.154969,"14570 Ohio
(42.396359, -83.154969)"
14595 Winthrop,22052387.002L,Homrich,$14400.00,07/05/2016,No,1,42.394653,-83.200265,"14595 Winthrop
(42.394653, -83.200265)"
14831 Fielding,22103148.,Blue Star,$12600.00,07/05/2016,No,1,42.39618,-83.242798,"14831 Fielding
(42.39618, -83.242798)"
14870 Fielding,22102544.,Blue Star,$9200.00,07/05/2016,No,1,42.396748,-83.242228,"14870 Fielding
(42.396748, -83.242228)"
14871 Fielding,22103142.,Blue Star,$10200.00,07/05/2016,No,1,42.396739,-83.242817,"14871 Fielding
(42.396739, -83.242817)"
15041 Lahser,22113854.,Homrich,$8000.00,07/05/2016,No,1,42.398193,-83.257141,"15041 Lahser
(42.398193, -83.257141)"
15930 Ellsworth,22010582-604,Homrich,$6200.00,07/05/2016,No,1,42.400609,-83.203611,"15930 Ellsworth
(42.400609, -83.203611)"
16221 Ardmore,22035160.,Homrich,$11500.00,07/05/2016,No,1,42.410931,-83.1852,"16221 Ardmore
(42.410931, -83.1852)"
16530 Asbury Park,22061409.,Homrich,$10600.00,07/05/2016,No,1,42.410841,-83.208543,"16530 Asbury Park
(42.410841, -83.208543)"
16680 Lauder,22042022.,Homrich,$12330.00,07/05/2016,No,1,42.413909,-83.191549,"16680 Lauder
(42.413909, -83.191549)"
17156 Vaughan,22097845.,Homrich,$8930.00,07/05/2016,No,1,42.416071,-83.238927,"17156 Vaughan
(42.416071, -83.238927)"
20037 Manor,16045576.,Homrich,$11700.00,07/05/2016,No,2,42.440468,-83.170275,"20037 Manor
(42.440468, -83.170275)"
20517 Manor,16045541.,Homrich,$11300.00,07/05/2016,No,2,42.444767,-83.170407,"20517 Manor
(42.444767, -83.170407)"
3288 Grand,12004659.,Homrich,$14630.00,07/05/2016,No,7,42.392235,-83.130228,"3288 Grand
(42.392235, -83.130228)"
4252 Clements,14005582.,Homrich,$18400.00,07/05/2016,No,7,42.388746,-83.137011,"4252 Clements
(42.388746, -83.137011)"
4259 Clements,14005546.,Homrich,$19800.00,07/05/2016,No,7,42.388251,-83.136844,"4259 Clements
(42.388251, -83.136844)"
4300 Clements,14005575.,Homrich,$20300.00,07/05/2016,No,7,42.388441,-83.13782,"4300 Clements
(42.388441, -83.13782)"
4350 Clements,14005568.,Homrich,$16900.00,07/05/2016,No,7,42.388136,-83.138628,"4350 Clements
(42.388136, -83.138628)"
4365 Clements,14005561.,Homrich,$16800.00,07/05/2016,No,7,42.387595,-83.138575,"4365 Clements
(42.387595, -83.138575)"
6464 Globe,16007347.,Homrich,$8700.00,07/05/2016,No,2,42.406951,-83.14359,"6464 Globe
(42.406951, -83.14359)"
11696 Westwood,22089417.012,Able Demolition,$9019.05,07/06/2016,No,7,42.373464,-83.231086,"11696 Westwood
(42.373464, -83.231086)"
12060 Minock,22090735.,Able Demolition,$8696.10,07/06/2016,No,7,42.375032,-83.232334,"12060 Minock
(42.375032, -83.232334)"
12085 Minock,22091352.,Able Demolition,$8296.14,07/06/2016,No,7,42.375351,-83.233052,"12085 Minock
(42.375351, -83.233052)"
12125 Minock,22091346.,Able Demolition,$9059.70,07/06/2016,No,7,42.375899,-83.23307,"12125 Minock
(42.375899, -83.23307)"
13047 E State Fair,21024319-20,Blue Star,$12800.00,09/09/2015,No,3,42.442314,-82.990522,"13047 E State
(42.442314, -82.990522)"
13225 Tacoma,21023719-20,Blue Star,$16900.00,09/09/2015,No,3,42.441493,-82.98962,"13225 Tacoma
(42.441493, -82.98962)"
13986 Forrer,22053867.,Homrich,$12300.00,07/06/2016,No,1,42.388299,-83.201035,"13986 Forrer
(42.388299, -83.201035)"
14489 Linnhurst,21018557.,"Adamo Group, Inc.",$12615.00,07/06/2016,No,4,42.431556,-82.973416,"14489 Linnhurst
(42.431556, -82.973416)"
14665 Glenwood,21018242.,"Adamo Group, Inc.",$17607.00,07/06/2016,No,4,42.430861,-82.971327,"14665 Glenwood
(42.430861, -82.971327)"
14696 Glenwood,21018078.,"Adamo Group, Inc.",$12061.00,07/06/2016,No,4,42.430464,-82.970659,"14696 Glenwood
(42.430464, -82.970659)"
14707 Glenwood,21018247.,"Adamo Group, Inc.",$12732.00,07/06/2016,No,4,42.430881,-82.970679,"14707 Glenwood
(42.430881, -82.970679)"
14854 Faircrest,21018732.,"Adamo Group, Inc.",$11510.00,07/06/2016,No,4,42.43202,-82.969194,"14854 Faircrest
(42.43202, -82.969194)"
14855 Glenwood,21018256.,"Adamo Group, Inc.",$22026.00,07/06/2016,No,4,42.430934,-82.969185,"14855 Glenwood
(42.430934, -82.969185)"
14861 Linnhurst,21018587.,"Adamo Group, Inc.",$15594.00,07/06/2016,No,4,42.431688,-82.969072,"14861 Linnhurst
(42.431688, -82.969072)"
14905 Stout,22101793-4,Blue Star,$10900.00,07/06/2016,No,1,42.397222,-83.241758,"14905 Stout
(42.397222, -83.241758)"
14931 Chatham,22117227.,Blue Star,$9400.00,07/06/2016,No,1,42.397263,-83.263312,"14931 Chatham
(42.397263, -83.263312)"
15000 Washburn,16039171.,Rickman Enterprise Group,$22200.00,07/05/2016,No,2,42.400365,-83.160321,"15000 Washburn
(42.400365, -83.160321)"
15044 Glenwood,21018053.,"Adamo Group, Inc.",$8440.00,07/06/2016,No,4,42.430589,-82.96686,"15044 Glenwood
(42.430589, -82.96686)"
15058 Wildemere,12005714.,Rickman Enterprise Group,$22340.00,07/05/2016,No,2,42.401639,-83.131658,"15058 Wildemere
(42.401639, -83.131658)"
15065 Faircrest,21018888.,"Adamo Group, Inc.",$21618.00,07/06/2016,No,4,42.432522,-82.966539,"15065 Faircrest
(42.432522, -82.966539)"
15092 Stout,22101261.,Blue Star,$9300.00,07/06/2016,No,1,42.399394,-83.241246,"15092 Stout
(42.399394, -83.241246)"
16117 Coram,21022196.,Homrich,$6857.61,07/16/2015,No,3,42.438593,-82.953563,"16117 Coram
(42.438593, -82.953563)"
2992 Sheridan,17012732.,Able Demolition,$22500.00,08/25/2015,No,5,42.362411,-83.008305,"2992 Sheridan
(42.362411, -83.008305)"
3333 Edsel,20014593.,"Direct Construction Services, LLC",$19256.62,06/23/2016,No,6,42.263856,-83.163918,"3333 Edsel
(42.263856, -83.163918)"
11730 Kentucky,18015715.,DMC Consultants,$9904.00,09/12/2016,No,7,42.375367,-83.15724,"11730 Kentucky
(42.375367, -83.15724)"
13907 Saratoga,21019156.,Timesavers Contracting,$10608.00,11/14/2015,No,3,42.432588,-82.980453,"13907 Saratoga
(42.432588, -82.980453)"
6775 Auburn,22092997.,Esso Wrecking Co.,$13010.00,09/13/2016,No,7,42.340627,-83.233126,"6775 Auburn
(42.340627, -83.233126)"
